Joshua Project People Group Data

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,Frontier,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PctChristianRange,PercentEvangelical,PctEvangelicalRange,ROP1,PeopleID1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,RegionCode,RegionName,ROG2,Continent,10_40Window,CountOfCountries,IndigenousCode,WorkersNeeded,Latitude,Longitude
FR,France,18211,113732,"Tamil (Hindu traditions)","Tamil (Hindu traditions)",125000,1,Y,N,tam,Tamil,5,5,Hinduism,2.000,0.1-2%,1.000,0.1-2%,A012,21,"South Asian Peoples",442,A012,"South Asia Hindu - other",10,"Europe, Western",EUR,Europe,N,24,N,2,48.15873,0.69259
FR,France,11277,101940,Thai,Thai,11000,1,Y,N,tha,Thai,5,2,Buddhism,0.300,0.1-2%,0.200,0.1-2%,A011,20,"Southeast Asian Peoples",303,C0215,Thai,10,"Europe, Western",EUR,Europe,N,27,N,1,48.86607,2.346611
FR,France,15468,110033,Tibetan,Tibetan,8100,1,Y,Y,bod,"Tibetan, Central",5,2,Buddhism,0.000,0-0.1%,0.000,0-0.1%,A014,23,"Tibetan-Himalayan Peoples",304,C0216,Tibetan,10,"Europe, Western",EUR,Europe,N,10,N,1,48.8,2.3
FR,France,15223,109772,"Tuareg, Tamajaq","Tuareg, Tamajaq",27000,1,Y,Y,ttq,"Tamajaq, Tawallammat",4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",307,C0219,Tuareg,10,"Europe, Western",EUR,Europe,N,3,N,1,48.895689,2.390775
FR,France,18274,113818,Turk,Turk,226000,1,Y,Y,tur,Turkish,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,10,"Europe, Western",EUR,Europe,N,38,N,5,48.859648000255,2.7851100003263
FR,France,15414,110856,Wolof,Wolof,42000,1,Y,Y,wol,Wolof,4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",124,C0026,Atlantic-Wolof,10,"Europe, Western",EUR,Europe,N,15,N,1,48.858196,2.452091
FG,"French Guiana",18495,114106,"Hmong Njua",Hmong,4700,1,Y,N,hnj,"Hmong Njua",5,4,"Ethnic Religions",5.000,2-5%,0.200,0.1-2%,A011,20,"Southeast Asian Peoples",230,C0138,"Miao / Hmong",11,"America, Latin",LAM,"South America",N,10,N,1,4.905472201281,-52.312429830073
GB,Gabon,10375,100425,Arab,Arab,6100,1,Y,N,apc,"Arabic, Levantine",4,6,Islam,5.000,2-5%,0.500,0.1-2%,A001,10,"Arab World",111,C0013,"Arab, Arabian",8,"Africa, West and Central",AFR,Africa,N,28,N,1,0.39503,9.458259
GB,Gabon,10645,100972,"Bandoumu, Minduumo","Bandoumu, Minduumo",6400,1,Y,N,nmd,Ndumu,3,4,"Ethnic Religions",5.000,2-5%,0.500,0.1-2%,A013,22,"Sub-Saharan Peoples",347,C0271,"Bantu, Northwest",8,"Africa, West and Central",AFR,Africa,N,1,Y,1,-1.66911,13.73192
GB,Gabon,19007,114916,Deaf,Deaf,7000,1,Y,Y,xxx,"Language unknown",0,9,Unknown,0.000,0-0.1%,0.000,0-0.1%,A017,26,Deaf,328,C0252,Deaf,8,"Africa, West and Central",AFR,Africa,N,164,Y,1,0.37292028744127,9.475530850968
GB,Gabon,11774,103079,"Fulani, Adamawa","Fulani, Adamawa",26000,1,Y,Y,fub,"Fulfulde, Adamawa",5,6,Islam,0.080,0-0.1%,0.080,0-0.1%,A013,22,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",8,"Africa, West and Central",AFR,Africa,N,6,N,1,2.0875317446943,11.499528452676
GB,Gabon,12070,103733,Hausa,Hausa,18000,1,Y,N,hau,Hausa,5,6,Islam,0.500,0.1-2%,0.100,0-0.1%,A013,22,"Sub-Saharan Peoples",186,C0090,Hausa,8,"Africa, West and Central",AFR,Africa,N,16,N,1,2.0725625481231,11.50530089512
GB,Gabon,14996,109413,Soninke,Soninke,5400,1,Y,Y,snk,Soninke,3,6,Islam,0.014,0-0.1%,0.014,0-0.1%,A013,22,"Sub-Saharan Peoples",289,C0200,Soninke,8,"Africa, West and Central",AFR,Africa,N,11,N,1,0.419,9.475
GB,Gabon,15414,110856,Wolof,Wolof,15000,1,Y,N,wol,Wolof,4,6,Islam,0.500,0.1-2%,0.200,0.1-2%,A013,22,"Sub-Saharan Peoples",124,C0026,Atlantic-Wolof,8,"Africa, West and Central",AFR,Africa,N,15,N,1,0.40766993032304,9.4489600043008
GA,Gambia,10665,101019,"Bainouk, Gunyaamolo","Bainouk, Gunyaamolo",35000,1,Y,N,bcz,Bainouk-Gunyaamolo,3,6,Islam,4.000,2-5%,0.200,0.1-2%,A013,22,"Sub-Saharan Peoples",122,C0024,Atlantic,8,"Africa, West and Central",AFR,Africa,Y,2,N,1,13.19125,-16.37736
GA,Gambia,10617,100925,Bambara,Bambara,27000,1,Y,N,bam,Bamanankan,5,6,Islam,0.400,0.1-2%,0.100,0-0.1%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,Y,10,N,1,13.54003,-16.11983
GA,Gambia,19007,114916,Deaf,Deaf,20000,1,Y,N,xxx,"Language unknown",0,9,Unknown,1.000,0.1-2%,,Unknown,A017,26,Deaf,328,C0252,Deaf,8,"Africa, West and Central",AFR,Africa,Y,164,Y,1,13.463149853883,-16.683296169283
GA,Gambia,15622,110257,"Fuuta Torro","Fuuta Torro",467000,1,Y,N,fuc,Pulaar,4,6,Islam,0.200,0.1-2%,0.100,0-0.1%,A013,22,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",8,"Africa, West and Central",AFR,Africa,Y,7,Y,9,13.531942000023,-16.225767000147
GA,Gambia,12070,103733,Hausa,Hausa,13000,1,Y,N,hau,Hausa,5,6,Islam,0.500,0.1-2%,0.200,0.1-2%,A013,22,"Sub-Saharan Peoples",186,C0090,Hausa,8,"Africa, West and Central",AFR,Africa,Y,16,N,1,13.367578,-14.232978
GA,Gambia,12311,104152,Jahanka,Jahanka,6300,1,Y,Y,jad,Jahanka,2,6,Islam,0.100,0-0.1%,0.050,0-0.1%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,Y,5,N,1,13.538982143012,-14.772674646418
GA,Gambia,12655,104921,Khasonke,Khasonke,2800,1,Y,N,kao,Xaasongaxango,5,6,Islam,0.110,0.1-2%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,Y,3,N,1,13.73375,-15.36449
GA,Gambia,13491,106233,Mandinka,Mandinka,1157000,1,Y,N,mnk,Mandinka,5,6,Islam,1.100,0.1-2%,0.966,0.1-2%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,Y,6,Y,23,13.42414,-15.72997
GA,Gambia,13511,106265,"Maninka, Eastern","Maninka, Eastern",26000,1,Y,N,emk,"Maninkakan, Eastern",4,6,Islam,0.300,0.1-2%,0.150,0.1-2%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,Y,9,N,1,13.390617,-14.047625
GA,Gambia,13510,106266,"Maninka, Western","Maninka, Western",5600,1,Y,Y,mlq,"Maninkakan, Western",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,Y,6,Y,1,13.38695,-14.13047
GA,Gambia,22638,106414,"Moor, general","Moor, general",39000,1,Y,Y,mey,Hassaniyya,4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",112,C0014,"Arab, Hassaniya",8,"Africa, West and Central",AFR,Africa,Y,10,N,1,13.455216,-16.587825
GA,Gambia,14996,109413,Soninke,Soninke,161000,1,Y,Y,snk,Soninke,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",289,C0200,Soninke,8,"Africa, West and Central",AFR,Africa,Y,11,Y,3,13.3939,-14.06943
GA,Gambia,15141,109634,Susu,Susu,5200,1,Y,Y,sus,Susu,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",294,C0205,Susu,8,"Africa, West and Central",AFR,Africa,Y,5,N,1,13.206351,-15.993409
GA,Gambia,15414,110856,Wolof,Wolof,389000,1,Y,N,wof,"Wolof, Gambian",3,6,Islam,0.120,0.1-2%,0.112,0.1-2%,A013,22,"Sub-Saharan Peoples",124,C0026,Atlantic-Wolof,8,"Africa, West and Central",AFR,Africa,Y,15,Y,8,13.533689999694,-16.154350000052
GG,Georgia,10528,100675,Azerbaijani,Azerbaijani,238000,1,Y,Y,azj,"Azerbaijani, North",5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",126,C0028,Azeri,9,"Europe, Eastern and Eurasia",EUR,Europe,N,13,N,5,41.36255,44.44917
GG,Georgia,12518,104620,Bezhta,Bezhta,900,1,Y,N,kap,Bezhta,3,6,Islam,0.340,0.1-2%,0.340,0.1-2%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,9,"Europe, Eastern and Eurasia",EUR,Europe,N,2,Y,1,41.902474,45.997368
GG,Georgia,11317,102059,Chechen,Chechen,8600,1,Y,Y,che,Chechen,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,9,"Europe, Eastern and Eurasia",EUR,Europe,N,13,N,1,42.0385,45.2068
GG,Georgia,19007,114916,Deaf,Deaf,11000,1,Y,Y,xxx,"Language unknown",0,9,Unknown,0.000,0-0.1%,0.000,0-0.1%,A017,26,Deaf,328,C0252,Deaf,9,"Europe, Eastern and Eurasia",EUR,Europe,N,164,Y,1,41.696055092768,44.826407184044
GG,Georgia,11555,102600,"Didoi, Tsez",Didoi,500,1,Y,Y,ddo,Dido,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,9,"Europe, Eastern and Eurasia",EUR,Europe,N,2,N,1,42.401771,45.742661
GG,Georgia,18760,114421,Ghunzib,Ghunzib,400,1,Y,Y,huz,Hunzib,2,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,9,"Europe, Eastern and Eurasia",EUR,Europe,N,2,N,1,41.821149,46.273957
GG,Georgia,11866,103299,"Jewish, Georgian","Jewish, Georgian",1400,1,Y,N,jge,Judeo-Georgian,0,4,"Ethnic Religions",1.000,0.1-2%,0.200,0.1-2%,A006,15,Jewish,197,C0102,Jewish,9,"Europe, Eastern and Eurasia",EUR,Europe,N,2,Y,1,41.769557749291,44.790912829663
GG,Georgia,21359,117344,Kist,Kist,10000,1,Y,N,che,Chechen,5,6,Islam,0.200,0.1-2%,0.200,0.1-2%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,9,"Europe, Eastern and Eurasia",EUR,Europe,N,2,Y,1,42.40974,45.12771
GG,Georgia,13727,106648,"Laz, Lazuri","Laz, Lazuri",800,1,Y,N,lzz,Laz,3,6,Islam,1.000,0.1-2%,0.000,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,9,"Europe, Eastern and Eurasia",EUR,Europe,N,3,Y,1,41.60389,42.28019
GG,Georgia,13049,105742,Lezgin,Lezgin,2600,1,Y,Y,lez,Lezgi,4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,9,"Europe, Eastern and Eurasia",EUR,Europe,N,9,N,1,41.792616,44.749135
GG,Georgia,20631,115687,"Turk, Meskhetian","Turk, Meskhetian",1400,1,Y,Y,kat,Georgian,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,9,"Europe, Eastern and Eurasia",EUR,Europe,N,9,Y,1,41.723666,44.802755
GG,Georgia,20455,116305,Yazidi,Yazidi,12000,1,Y,Y,kmr,"Kurdish, Northern",5,4,"Ethnic Religions",0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,208,C0114,Kurd,9,"Europe, Eastern and Eurasia",EUR,Europe,N,10,N,1,41.72382,44.767396
GM,Germany,10161,100079,Adyghe,Adyghe,2100,1,Y,Y,ady,Adyghe,4,6,Islam,0.070,0-0.1%,0.050,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,10,"Europe, Western",EUR,Europe,N,10,N,1,52.497842,13.428073
GM,Germany,19314,115238,"Afghani, general","Afghani, general",298000,1,Y,Y,prs,Dari,5,6,Islam,0.040,0-0.1%,0.030,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",10,"Europe, Western",EUR,Europe,N,21,N,6,50.644,9.165
GM,Germany,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",80000,1,Y,N,arq,"Arabic, Algerian",4,6,Islam,0.300,0.1-2%,0.200,0.1-2%,A001,10,"Arab World",115,C0017,"Arab, Maghreb",10,"Europe, Western",EUR,Europe,N,18,N,2,50.117688,8.662787
GM,Germany,12247,104056,"Arab, Iraqi","Arab, Iraqi",311000,1,Y,N,acm,"Arabic, Mesopotamian",4,6,Islam,1.000,0.1-2%,0.300,0.1-2%,A001,10,"Arab World",113,C0015,"Arab, Levant",10,"Europe, Western",EUR,Europe,N,21,N,6,52.539593,13.368876
GM,Germany,13169,105948,"Arab, Libyan","Arab, Libyan",16000,1,Y,Y,ayl,"Arabic, Libyan",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",114,C0016,"Arab, Libyan",10,"Europe, Western",EUR,Europe,N,13,N,1,48.46744,11.37185
GM,Germany,13819,106804,"Arab, Moroccan","Arab, Moroccan",239000,1,Y,N,ary,"Arabic, Moroccan",4,6,Islam,0.500,0.1-2%,0.050,0-0.1%,A001,10,"Arab World",115,C0017,"Arab, Maghreb",10,"Europe, Western",EUR,Europe,N,25,N,5,52.463173703304,13.429028022325
GM,Germany,20327,116046,"Arab, North Iraqi","Arab, North Iraqi",88000,1,Y,Y,ayp,"Arabic, North Mesopotamian",4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",113,C0015,"Arab, Levant",10,"Europe, Western",EUR,Europe,N,8,N,2,48.29993,11.9037
GM,Germany,15104,109571,"Arab, Sudanese","Arab, Sudanese",11000,1,Y,Y,apd,"Arabic, Sudanese",4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A001,10,"Arab World",117,C0019,"Arab, Sudan",10,"Europe, Western",EUR,Europe,N,24,N,1,51.52743,12.5275
GM,Germany,15641,110285,"Arab, Tunisian","Arab, Tunisian",95000,1,Y,N,aeb,"Arabic, Tunisian",4,6,Islam,0.200,0.1-2%,0.050,0-0.1%,A001,10,"Arab World",115,C0017,"Arab, Maghreb",10,"Europe, Western",EUR,Europe,N,13,N,2,52.541226200029,13.364203867614
GM,Germany,10528,100675,Azerbaijani,Azerbaijani,15000,1,Y,N,azj,"Azerbaijani, North",5,6,Islam,0.800,0.1-2%,0.400,0.1-2%,A015,24,"Turkic Peoples",126,C0028,Azeri,10,"Europe, Western",EUR,Europe,N,13,N,1,52.575769,13.298027
GM,Germany,22492,111658,"Bengali Muslim",Bengali,39000,1,Y,Y,ben,Bengali,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",10,"Europe, Western",EUR,Europe,N,9,N,1,52.09959,12.97482
GM,Germany,10953,101629,Bosniak,Bosniak,439000,1,Y,N,bos,Bosnian,5,6,Islam,0.400,0.1-2%,0.100,0-0.1%,A003,12,"Eurasian Peoples",284,C0195,"Slav, Southern",10,"Europe, Western",EUR,Europe,N,20,N,9,52.514827121175,13.322778852162
GM,Germany,11317,102059,Chechen,Chechen,66000,1,Y,Y,che,Chechen,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,10,"Europe, Western",EUR,Europe,N,13,N,1,52.425809727637,13.392418401588
GM,Germany,19007,114916,Deaf,Deaf,80000,1,Y,N,gsg,"German Sign Language",3,9,Unknown,1.000,0.1-2%,,Unknown,A017,26,Deaf,328,C0252,Deaf,10,"Europe, Western",EUR,Europe,N,164,Y,2,50.81543,7.30478
GM,Germany,12322,104189,Japanese,Japanese,36000,1,Y,N,jpn,Japanese,5,2,Buddhism,1.500,0.1-2%,0.500,0.1-2%,A002,11,"East Asian Peoples",194,C0099,Japanese,10,"Europe, Western",EUR,Europe,N,38,N,1,48.145918070862,11.596171460445
GM,Germany,12346,104240,"Jewish, German-speaking","Jewish, German",119000,1,Y,N,deu,"German, Standard",5,4,"Ethnic Religions",0.500,0.1-2%,0.100,0-0.1%,A006,15,Jewish,197,C0102,Jewish,10,"Europe, Western",EUR,Europe,N,4,Y,2,52.454540804315,13.379535458594
GM,Germany,11675,102815,Kabardian,Kabardian,14000,1,Y,Y,kbd,Kabardian,4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A003,12,"Eurasian Peoples",157,C0061,Caucasus,10,"Europe, Western",EUR,Europe,N,7,N,1,50.25483,8.58325
GM,Germany,12599,104791,Kazakh,Kazakh,17000,1,Y,Y,kaz,Kazakh,5,6,Islam,0.100,0-0.1%,0.020,0-0.1%,A015,24,"Turkic Peoples",202,C0108,Kazakh,10,"Europe, Western",EUR,Europe,N,16,N,1,52.508269701885,13.359107986045
GM,Germany,12662,104946,Khmer,Khmer,13000,1,Y,N,khm,Khmer,5,2,Buddhism,4.000,2-5%,2.000,0.1-2%,A011,20,"Southeast Asian Peoples",239,C0147,Mon-Khmer,10,"Europe, Western",EUR,Europe,N,14,N,1,52.599,13.454
GM,Germany,12877,105458,"Kurd, Kurmanji","Kurd, Kurmanji",226000,1,Y,N,kmr,"Kurdish, Northern",5,6,Islam,0.200,0.1-2%,0.050,0-0.1%,A005,14,Persian-Median,208,C0114,Kurd,10,"Europe, Western",EUR,Europe,N,28,N,5,52.502081701609,13.395483179605
GM,Germany,12933,105550,Kyrgyz,Kyrgyz,12000,1,Y,Y,kir,Kyrgyz,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",204,C0110,Kyrgyz,10,"Europe, Western",EUR,Europe,N,10,N,1,51.6364,7.16315
GM,Germany,13727,106648,"Laz, Lazuri","Laz, Lazuri",1000,1,Y,N,lzz,Laz,3,6,Islam,4.000,2-5%,2.000,0.1-2%,A015,24,"Turkic Peoples",309,C0221,Turkish,10,"Europe, Western",EUR,Europe,N,3,N,1,52.541448,13.197584
GM,Germany,13437,106144,Malay,Malay,7300,1,Y,Y,zlm,Malay,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A008,17,"Malay Peoples",215,C0123,Malay,10,"Europe, Western",EUR,Europe,N,22,N,1,51.3494,6.62514
GM,Germany,13317,107204,"Nepali, general","Nepali, general",11000,1,Y,N,npi,Nepali,5,5,Hinduism,2.000,0.1-2%,1.500,0.1-2%,A012,21,"South Asian Peoples",442,A012,"South Asia Hindu - other",10,"Europe, Western",EUR,Europe,N,26,N,1,51.0166,7.66662
GM,Germany,14256,107909,"Pashtun, Northern","Pashtun, Northern",39000,1,Y,Y,pbu,"Pashto, Northern",5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",10,"Europe, Western",EUR,Europe,N,16,N,1,50.126857,8.681869
GM,Germany,14327,109502,"Pashtun, Southern","Pashtun, Southern",143000,1,Y,Y,pbt,"Pashto, Southern",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",10,"Europe, Western",EUR,Europe,N,13,N,3,49.9664,8.12447
GM,Germany,15382,110802,"Punjabi, Western","Punjabi, Western",50000,1,Y,Y,pnb,"Punjabi, Western",4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",462,A012,"South Asia Muslim - other",10,"Europe, Western",EUR,Europe,N,16,N,1,49.5524,8.15434
GM,Germany,14983,109392,Somali,Somali,60000,1,Y,N,som,Somali,5,6,Islam,0.300,0.1-2%,0.025,0-0.1%,A004,13,"Horn of Africa Peoples",287,C0198,Somali,10,"Europe, Western",EUR,Europe,N,27,N,1,51.31,9.464
GM,Germany,19211,115527,"South Asian, general","South Asian, general",196000,1,Y,N,hin,Hindi,5,5,Hinduism,3.000,2-5%,0.200,0.1-2%,A012,21,"South Asian Peoples",468,A012,"South Asia - other",10,"Europe, Western",EUR,Europe,N,47,N,4,51.680951,7.818783
GM,Germany,15201,109733,Tajik,Tajik,7600,1,Y,N,tgk,Tajik,5,6,Islam,0.300,0.1-2%,0.100,0-0.1%,A005,14,Persian-Median,299,C0211,Tajik,10,"Europe, Western",EUR,Europe,N,15,N,1,53.575129,10.047306
GM,Germany,11277,101940,Thai,Thai,21000,1,Y,N,tha,Thai,5,2,Buddhism,0.400,0.1-2%,0.200,0.1-2%,A011,20,"Southeast Asian Peoples",303,C0215,Thai,10,"Europe, Western",EUR,Europe,N,27,N,1,50.136838,8.667842
GM,Germany,18274,113818,Turk,Turk,2830000,1,Y,Y,tur,Turkish,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,10,"Europe, Western",EUR,Europe,N,38,N,57,51.488000207144,7.0435151653925
GM,Germany,22661,,"Turk, Alevi","Turk, Alevi",250000,1,Y,Y,tur,Turkish,5,6,Islam,0.060,0-0.1%,0.060,0-0.1%,A015,24,"Turkic Peoples",309,C0221,Turkish,10,"Europe, Western",EUR,Europe,N,2,N,5,51.5,7
GM,Germany,15727,110423,Urdu,Urdu,23000,1,Y,Y,urd,Urdu,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A012,21,"South Asian Peoples",468,A012,"South Asia - other",10,"Europe, Western",EUR,Europe,N,24,N,1,52.480814,13.438067
GM,Germany,14039,107469,"Uzbek, Northern","Uzbek, Northern",13000,1,Y,Y,uzn,"Uzbek, Northern",5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A015,24,"Turkic Peoples",314,C0226,Uzbek,10,"Europe, Western",EUR,Europe,N,13,N,1,48.9546,9.54534
GM,Germany,15414,110856,Wolof,Wolof,6100,1,Y,Y,wol,Wolof,4,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",124,C0026,Atlantic-Wolof,10,"Europe, Western",EUR,Europe,N,15,N,1,48.6701,10.1428
GM,Germany,20455,116305,Yazidi,Yazidi,51000,1,Y,Y,kmr,"Kurdish, Northern",5,4,"Ethnic Religions",0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,208,C0114,Kurd,10,"Europe, Western",EUR,Europe,N,10,N,1,52.538934,13.416498
GM,Germany,10252,100225,"Zaza, Northern","Zaza, Northern",31000,1,Y,Y,kiu,"Zazaki, Northern",3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A005,14,Persian-Median,208,C0114,Kurd,10,"Europe, Western",EUR,Europe,N,3,N,1,52.505604,13.386777
GH,Ghana,11042,101797,Busanga,Busanga,295000,1,Y,N,bib,Bisa,5,4,"Ethnic Religions",5.000,2-5%,2.000,0.1-2%,A013,22,"Sub-Saharan Peoples",226,C0134,Mande,8,"Africa, West and Central",AFR,Africa,N,4,Y,6,11.12923,-0.21479
GH,Ghana,11292,101970,Chakali,Chakali,11000,1,Y,N,cli,Chakali,2,4,"Ethnic Religions",3.000,2-5%,1.500,0.1-2%,A013,22,"Sub-Saharan Peoples",183,C0087,Gur,8,"Africa, West and Central",AFR,Africa,N,1,Y,1,9.84855,-1.90047
GH,Ghana,12375,104323,Jula,Dyula,93000,1,Y,Y,dyu,Jula,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,N,5,N,2,7.9511422787931,-2.6955563048796
GH,Ghana,11223,103042,Foodo,Foodo,1200,1,Y,Y,fod,Foodo,3,6,Islam,0.019,0-0.1%,0.010,0-0.1%,A013,22,"Sub-Saharan Peoples",181,C0085,Guinean,8,"Africa, West and Central",AFR,Africa,N,2,N,1,9.406518,-0.827617
GH,Ghana,15365,110780,"Fulani, Western","Fulani, Western",5500,1,Y,N,fuh,"Fulfulde, Western Niger",4,6,Islam,0.600,0.1-2%,0.200,0.1-2%,A013,22,"Sub-Saharan Peoples",173,C0077,"Fulani / Fulbe",8,"Africa, West and Central",AFR,Africa,N,4,Y,1,10.14498,-1.63266
GH,Ghana,11925,103437,Gonja,Gonja,426000,1,Y,N,gjn,Gonja,5,6,Islam,0.600,0.1-2%,0.500,0.1-2%,A013,22,"Sub-Saharan Peoples",181,C0085,Guinean,8,"Africa, West and Central",AFR,Africa,N,1,Y,9,8.84915,-1.06297
GH,Ghana,12070,103733,Hausa,Hausa,334000,1,Y,Y,hau,Hausa,5,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",186,C0090,Hausa,8,"Africa, West and Central",AFR,Africa,N,16,Y,7,10.35344,-1.10763
GH,Ghana,12460,104505,Kamara,Kamara,8900,1,Y,Y,jmr,Kamara,3,6,Islam,0.000,0-0.1%,0.000,0-0.1%,A013,22,"Sub-Saharan Peoples",183,C0087,Gur,8,"Africa, West and Central",AFR,Africa,N,1,Y,1,8.93891,-2.34944
GH,Ghana,12502,104594,Kantosi,Kantosi,4100,1,Y,N,xkt,Kantosi,1,6,Islam,2.000,0.1-2%,1.920,0.1-2%,A013,22,"Sub-Saharan Peoples",183,C0087,Gur,8,"Africa, West and Central",AFR,Africa,N,1,Y,1,10.33261,-1.95415
GH,Ghana,10637,100952,Ligbi,Ligbi,27000,1,Y,N,lig,Ligbi,2,6,Islam,0.300,0.1-2%,0.200,0.1-2%,A013,22,"Sub-Saharan Peoples",226,C0134,Mande,8,"Africa, West and Central",AFR,Africa,N,2,Y,1,7.90901,-2.38744
GH,Ghana,13471,106200,Mamprusi,Mamprusi,434000,1,Y,N,maw,Mampruli,4,4,"Ethnic Religions",0.840,0.1-2%,0.200,0.1-2%,A013,22,"Sub-Saharan Peoples",183,C0087,Gur,8,"Africa, West and Central",AFR,Africa,N,2,Y,9,10.31977,-0.76656
GH,Ghana,13491,106233,Mandinka,Mandinka,6600,1,Y,N,mnk,Mandinka,5,6,Islam,2.000,0.1-2%,0.500,0.1-2%,A013,22,"Sub-Saharan Peoples",218,C0126,Manding,8,"Africa, West and Central",AFR,Africa,N,6,N,1,5.6791450000417,-0.43159400006306
GH,Ghana,13950,107080,Nanumba,Nanumba,83000,1,Y,N,dag,Dagbani,5,6,Islam,0.200,0.1-2%,0.100,0-0.1%,A013,22,"Sub-Saharan Peoples",183,C0087,Gur,8,"Africa, West and Central",AFR,Africa,N,1,Y,2,9.64745,-0.43227
GH,Ghana,19211,115527,"South Asian, general","South Asian, general",14000,1,Y,N,hin,Hindi,5,5,Hinduism,1.000,0.1-2%,0.100,0-0.1%,A012,21,"South Asian Peoples",468,A012,"South Asia - other",8,"Africa, West and Central",AFR,Africa,N,47,N,1,5.554279,-0.182642
GH,Ghana,15833,110638,Wala,Wala,117000,1,Y,N,wlx,"Wali (Ghana)",5,4,"Ethnic Religions",0.300,0.1-2%,0.300,0.1-2%,A013,22,"Sub-Saharan Peoples",183,C0087,Gur,8,"Africa, West and Central",AFR,Africa,N,1,Y,2,9.89622,-2.34685
