Joshua Project People Group Data

PeopleID3,PeopName,PeopleID1,AffinityBloc,PeopleID2,PeopleCluster,ROP3,ROP25,ROP25Name,PopulationPGAC,JPScalePGAC,LeastReachedPGAC,FrontierPGAC,CntPGIC,CntUPG,PopulationUPG,CntFPG,PopulationFPG,ROG3Largest,CtryLargest,ROL3PGAC,PrimaryLanguagePGAC,RLG3PGAC,PrimaryReligionPGAC,PercentChristianPGAC,PctChristianRangePGAC,PercentEvangelicalPGAC,PctEvangelicalRangePGAC,PeopleID3General
16741,Dora,21,"South Asian Peoples",442,"South Asia Hindu - other",111986,302176,Dora,8800,1,Y,Y,1,1,8800,1,8800,IN,India,ory,Odia,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
11611,Dorio,19,"Pacific Islanders",286,Solomons,102713,302177,Dorio,4900,5,,,1,0,0,0,0,BP,"Solomon Islands",dor,Dori'o,1,Christianity,95.0000,50-100%,30.0000,10-50%,
11612,Doromu-Koki,19,"Pacific Islanders",244,"New Guinea",102715,302179,Doromu,2600,4,,,1,0,0,0,0,PP,"Papua New Guinea",kqc,Doromu-Koki,1,Christianity,90.0000,50-100%,9.0000,5-10%,
11613,Dorro,19,"Pacific Islanders",244,"New Guinea",102717,302180,Dorro,700,5,,,1,0,0,0,0,PP,"Papua New Guinea",mxw,Namo,1,Christianity,95.0000,50-100%,19.0000,10-50%,
11614,Dorze,13,"Horn of Africa Peoples",253,Omotic,102718,302181,Dorze,45000,5,,,1,0,0,0,0,ET,Ethiopia,doz,Dorze,1,Christianity,86.0000,50-100%,36.0000,10-50%,
16743,Dosali,21,"South Asian Peoples",442,"South Asia Hindu - other",111989,302183,Dosali,2100,1,Y,Y,1,1,2100,1,2100,IN,India,dgo,Dogri,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
11615,Doso,19,"Pacific Islanders",244,"New Guinea",102722,302184,Doso,2900,4,,,1,0,0,0,0,PP,"Papua New Guinea",dol,Doso,4,"Ethnic Religions",25.0000,10-50%,4.0000,2-5%,
11616,"Dou, Edopi",19,"Pacific Islanders",244,"New Guinea",102724,302186,"Dou, Edopi",1800,4,,,1,0,0,0,0,ID,Indonesia,dbf,Edopi,1,Christianity,65.0000,50-100%,4.0000,2-5%,
18445,Doupo,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",114045,302187,Doupo,800,1,Y,,1,1,800,0,0,CH,China,xxx,"Language unknown",4,"Ethnic Religions",1.3000,0.1-2%,1.2430,0.1-2%,
11617,Doura,19,"Pacific Islanders",244,"New Guinea",102725,302188,Doura,3300,5,,,1,0,0,0,0,PP,"Papua New Guinea",don,Toura,1,Christianity,85.0000,50-100%,16.0000,10-50%,
19194,Dowaniya,21,"South Asian Peoples",402,"South Asia Buddhist",115491,302189,Dowaniya,2900,1,Y,Y,1,1,2900,1,2900,IN,India,asm,Assamese,2,Buddhism,0.0000,0-0.1%,0.0000,0-0.1%,
11618,Dowayayo,22,"Sub-Saharan Peoples",102,Adamawa-Ubangi,102727,302190,Dowayayo,55000,2,,,1,0,0,0,0,CM,Cameroon,dow,Doyayo,4,"Ethnic Religions",26.0000,10-50%,2.0000,0.1-2%,
22506,Drancyi,21,"South Asian Peoples",479,"South Asia Tribal - Naga",119571,307944,"Tangsa / Tangshang",2800,5,,,1,0,0,0,0,BM,"Myanmar (Burma)",xxx,"Language unknown",1,Christianity,100.0000,50-100%,33.0000,10-50%,
16745,Drukpa,21,"South Asian Peoples",402,"South Asia Buddhist",111992,302194,Drukpa,236700,1,Y,Y,3,3,236700,3,236700,BT,Bhutan,dzo,Dzongkha,2,Buddhism,0.0020,0-0.1%,0.0020,0-0.1%,
15628,Drung,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",110266,308345,"Tulung (Drung)",7600,5,,,2,0,0,0,0,CH,China,duu,Drung,4,"Ethnic Religions",26.0290,10-50%,21.5780,10-50%,
11620,Druze,10,"Arab World",113,"Arab, Levant",102733,302196,Druze,1184000,1,Y,,4,4,1184000,3,385000,SY,Syria,apc,"Arabic, Levantine",8,"Other / Small",0.2530,0.1-2%,0.2450,0.1-2%,
11622,Duala,22,"Sub-Saharan Peoples",347,"Bantu, Northwest",102735,302198,Duala,291000,5,,,1,0,0,0,0,CM,Cameroon,dua,Duala,1,Christianity,76.0000,50-100%,14.0000,10-50%,
11623,Duano,17,"Malay Peoples",155,Borneo-Kalimantan,102737,302199,Duano,26500,1,Y,Y,2,2,26500,2,26500,ID,Indonesia,dup,Duano,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
11624,Duau,19,"Pacific Islanders",244,"New Guinea",102739,302200,Duau,10000,5,,,1,0,0,0,0,PP,"Papua New Guinea",dva,Duau,1,Christianity,99.0000,50-100%,22.0000,10-50%,
11625,Dubasiyin,10,"Arab World",117,"Arab, Sudan",102740,302201,Dubasiyin,137000,1,Y,Y,1,1,137000,1,137000,SU,Sudan,apd,"Arabic, Sudanese",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
11626,Dubea,19,"Pacific Islanders",243,"New Caledonia",102741,302202,Dubea,1400,4,,,1,0,0,0,0,NC,"New Caledonia",duf,Drubea,1,Christianity,98.0000,50-100%,6.0000,5-10%,
16748,Dubla,21,"South Asian Peoples",475,"South Asia Tribal - other",111996,302203,Dubla,648900,1,Y,Y,2,2,648900,1,647000,IN,India,dub,Dubli,5,Hinduism,0.0760,0-0.1%,,Unknown,
19465,"Dubla Talavia",21,"South Asian Peoples",475,"South Asia Tribal - other",115610,307884,Talavia,294000,1,Y,Y,1,1,294000,1,294000,IN,India,dub,Dubli,5,Hinduism,0.0430,0-0.1%,,Unknown,
11627,Dubu,19,"Pacific Islanders",244,"New Guinea",102743,302204,Dubu,300,3,,,1,0,0,0,0,ID,Indonesia,dmu,Tebi,1,Christianity,67.0000,50-100%,2.0000,0.1-2%,
16749,Dudekula,21,"South Asian Peoples",462,"South Asia Muslim - other",111997,302205,Dudekula,10000,1,Y,Y,1,1,10000,1,10000,IN,India,tel,Telugu,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
16750,Dudhwala,21,"South Asian Peoples",462,"South Asia Muslim - other",111998,302206,Dudhwala,3800,1,Y,Y,1,1,3800,1,3800,IN,India,guj,Gujarati,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
11628,Duduela,19,"Pacific Islanders",244,"New Guinea",102746,302207,Duduela,1600,5,,,1,0,0,0,0,PP,"Papua New Guinea",duk,Uyajitaya,1,Christianity,90.0000,50-100%,27.0000,10-50%,
11629,"Dugun, Saa",22,"Sub-Saharan Peoples",102,Adamawa-Ubangi,102747,302208,Dugun,15000,4,,,1,0,0,0,0,CM,Cameroon,ndu,Dugun,1,Christianity,46.8000,10-50%,5.0000,2-5%,
11630,Duguri,22,"Sub-Saharan Peoples",140,Benue,102748,302209,Duguri,103000,1,Y,,1,1,103000,0,0,NI,Nigeria,dbm,Duguri,4,"Ethnic Religions",5.0000,2-5%,1.0000,0.1-2%,
11631,Duguza,22,"Sub-Saharan Peoples",140,Benue,102749,302210,Duguza,7300,4,,,1,0,0,0,0,NI,Nigeria,dza,Tunzuii,4,"Ethnic Religions",10.0000,5-10%,2.2500,2-5%,
11632,Dugwor,22,"Sub-Saharan Peoples",158,"Chadic  ",102750,302211,Dugwor,10000,2,,,1,0,0,0,0,CM,Cameroon,dme,Dugwor,6,Islam,25.0000,10-50%,0.1000,0-0.1%,
20303,Dujo,16,"Latin-Caribbean Americans",290,"South American Indigenous",115188,302212,Dujo,100,2,,,1,0,0,0,0,CO,Colombia,spa,Spanish,4,"Ethnic Religions",25.0000,10-50%,2.0000,0.1-2%,
21579,"Dukawa, Eastern",22,"Sub-Saharan Peoples",140,Benue,118377,302213,Duka,61000,2,,,1,0,0,0,0,NI,Nigeria,uth,ut-Hun,4,"Ethnic Religions",7.0000,5-10%,2.0000,0.1-2%,
21578,"Dukawa, Western",22,"Sub-Saharan Peoples",140,Benue,118378,302213,Duka,73000,2,,,1,0,0,0,0,NI,Nigeria,uss,us-Saare,4,"Ethnic Religions",7.0000,5-10%,1.0000,0.1-2%,
11635,Duke,19,"Pacific Islanders",286,Solomons,102754,302215,Duke,4700,5,,,1,0,0,0,0,BP,"Solomon Islands",nke,Dughore,1,Christianity,96.0000,50-100%,27.0000,10-50%,
11636,"Duke of York Islander",19,"Pacific Islanders",244,"New Guinea",102755,302216,"Duke of York Islander",21000,5,,,1,0,0,0,0,PP,"Papua New Guinea",rai,Ramoaaina,1,Christianity,99.0000,50-100%,19.0000,10-50%,
16751,Dulia,21,"South Asian Peoples",442,"South Asia Hindu - other",111999,302219,Dulia,416000,1,Y,Y,2,2,416000,2,416000,IN,India,ben,Bengali,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
11638,Duma,22,"Sub-Saharan Peoples",347,"Bantu, Northwest",102760,302221,Duma,24000,3,,,1,0,0,0,0,GB,Gabon,dma,Duma,1,Christianity,90.0000,50-100%,2.0000,0.1-2%,
11639,Dumbule,22,"Sub-Saharan Peoples",347,"Bantu, Northwest",102762,302224,Dumbule,200,2,,,1,0,0,0,0,CM,Cameroon,mlb,Mbule,1,Christianity,50.0000,10-50%,1.0000,0.1-2%,
11640,Dumpas,17,"Malay Peoples",155,Borneo-Kalimantan,102765,302226,Dumpas,4700,2,,,1,0,0,0,0,MY,Malaysia,dmv,Dumpas,4,"Ethnic Religions",6.0000,5-10%,0.4000,0.1-2%,
11641,Dumun,19,"Pacific Islanders",244,"New Guinea",102766,302227,Dumun,70,5,,,1,0,0,0,0,PP,"Papua New Guinea",tpi,"Tok Pisin",1,Christianity,95.0000,50-100%,23.0000,10-50%,
11642,Duna,19,"Pacific Islanders",244,"New Guinea",102767,302228,Duna,30000,5,,,1,0,0,0,0,PP,"Papua New Guinea",duc,Duna,1,Christianity,99.0000,50-100%,15.0000,10-50%,
12145,Dungan,11,"East Asian Peoples",162,"Chinese Muslim",103902,302229,Dungan,182500,1,Y,Y,5,5,182500,4,101500,KZ,Kazakhstan,dng,Dungan,6,Islam,0.0510,0-0.1%,0.0510,0-0.1%,
22507,Dunghi,21,"South Asian Peoples",479,"South Asia Tribal - Naga",119572,307944,"Tangsa / Tangshang",1700,4,,,1,0,0,0,0,BM,"Myanmar (Burma)",xxx,"Language unknown",2,Buddhism,10.0000,5-10%,4.0000,2-5%,
11643,Dungi,22,"Sub-Saharan Peoples",140,Benue,102768,302230,Dungi,2200,2,,,1,0,0,0,0,NI,Nigeria,dbv,Dungu,4,"Ethnic Religions",10.0000,5-10%,1.0000,0.1-2%,
18446,Duoluo,20,"Southeast Asian Peoples",295,Tai,114046,302231,Duoluo,2800,4,,,1,0,0,0,0,CH,China,cmn,"Chinese, Mandarin",4,"Ethnic Religions",2.5000,2-5%,2.5000,2-5%,
18447,Duota,23,"Tibetan-Himalayan Peoples",185,Hani,114047,302232,Duota,15000,4,,,1,0,0,0,0,CH,China,hni,Hani,4,"Ethnic Religions",3.0000,2-5%,2.5210,2-5%,
16753,Dura,21,"South Asian Peoples",442,"South Asia Hindu - other",112001,302233,Dura,8700,1,Y,,2,2,8700,0,0,NP,Nepal,npi,Nepali,5,Hinduism,2.4080,2-5%,,Unknown,
11644,Duranmin,19,"Pacific Islanders",244,"New Guinea",102770,302234,Duranmin,300,4,,,1,0,0,0,0,PP,"Papua New Guinea",seo,Asaba,4,"Ethnic Religions",35.0000,10-50%,7.0000,5-10%,
21395,Durava,21,"South Asian Peoples",402,"South Asia Buddhist",118202,302235,Durava,784000,2,,,1,0,0,0,0,CE,"Sri Lanka",sin,Sinhala,2,Buddhism,8.1150,5-10%,,Unknown,
11645,"Durbet, Dorwoten",11,"East Asian Peoples",238,Mongolian,102771,302236,Durbet,90000,1,Y,,1,1,90000,0,0,MG,Mongolia,khk,"Mongolian, Halh",2,Buddhism,2.0000,0.1-2%,1.5000,0.1-2%,
16754,Durgamurgi,21,"South Asian Peoples",442,"South Asia Hindu - other",112002,302237,Durgamurga,1300,1,Y,Y,1,1,1300,1,1300,IN,India,kan,Kannada,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
11646,Duri,17,"Malay Peoples",152,"Bugi-Makassar of Sulawesi",102773,302238,Duri,151000,1,Y,,1,1,151000,0,0,ID,Indonesia,mvp,Duri,6,Islam,2.0000,0.1-2%,0.0350,0-0.1%,
11647,Duriankere,19,"Pacific Islanders",244,"New Guinea",102774,302239,Duriankere,200,4,,,1,0,0,0,0,ID,Indonesia,mxn,"Moi Kelim",1,Christianity,70.0000,50-100%,5.0000,2-5%,
11511,Durr-Baraza,22,"Sub-Saharan Peoples",158,"Chadic  ",102473,301974,"Dass (Durr-Baraza)",12000,2,,,1,0,0,0,0,NI,Nigeria,dot,Dass,6,Islam,6.0000,5-10%,2.0000,0.1-2%,
16742,"Dusadh (Hindu traditions)",21,"South Asian Peoples",407,"South Asia Dalit - Dusadh",111988,302182,"Dosadh / Dusadh",5896700,1,Y,Y,3,3,5896700,3,5896700,IN,India,hin,Hindi,5,Hinduism,0.0280,0-0.1%,0.0120,0-0.1%,
17523,"Dusadh (Muslim traditions)",21,"South Asian Peoples",462,"South Asia Muslim - other",112942,302182,"Dosadh / Dusadh",15400,1,Y,Y,2,2,15400,2,15400,IN,India,ben,Bengali,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21477,"Dusadh Bahelia",21,"South Asian Peoples",407,"South Asia Dalit - Dusadh",118293,302182,"Dosadh / Dusadh",702900,1,Y,Y,2,2,702900,2,702900,IN,India,hin,Hindi,5,Hinduism,0.0200,0-0.1%,0.0070,0-0.1%,
11649,"Dusun Deyah",17,"Malay Peoples",133,"Barito of Kalimantan",102777,309144,"Dusun (Indonesia)",38000,4,,,1,0,0,0,0,ID,Indonesia,dun,"Dusun Deyah",4,"Ethnic Religions",30.0000,10-50%,4.0000,2-5%,
11650,"Dusun Malang",17,"Malay Peoples",133,"Barito of Kalimantan",102778,309144,"Dusun (Indonesia)",5800,2,,,1,0,0,0,0,ID,Indonesia,duq,"Dusun Malang",4,"Ethnic Religions",35.0000,10-50%,2.0000,0.1-2%,
11653,"Dusun Witu",19,"Pacific Islanders",244,"New Guinea",102781,309143,"Dusun Witu",6700,4,,,1,0,0,0,0,ID,Indonesia,duw,"Dusun Witu",4,"Ethnic Religions",22.0000,10-50%,6.0000,5-10%,
11017,"Dusun, Bundu",17,"Malay Peoples",155,Borneo-Kalimantan,101747,303463,Kadazan-Dusun,79000,4,,,1,0,0,0,0,MY,Malaysia,dtp,"Kadazan Dusun",1,Christianity,84.0000,50-100%,5.0000,2-5%,
11123,"Dusun, Central",17,"Malay Peoples",155,Borneo-Kalimantan,101919,303463,Kadazan-Dusun,229000,4,,,1,0,0,0,0,MY,Malaysia,dtp,"Kadazan Dusun",1,Christianity,90.0000,50-100%,7.0000,5-10%,
11393,"Dusun, Kadazan",17,"Malay Peoples",155,Borneo-Kalimantan,102242,303463,Kadazan-Dusun,105000,4,,,2,1,20000,0,0,MY,Malaysia,dtp,"Kadazan Dusun",4,"Ethnic Religions",26.2840,10-50%,5.2050,5-10%,
11655,"Dusun, Keningau",17,"Malay Peoples",155,Borneo-Kalimantan,102783,302243,"Dusun (Malaysia)",2300,4,,,1,0,0,0,0,MY,Malaysia,gnq,Gana,4,"Ethnic Religions",24.0000,10-50%,3.0000,2-5%,
11256,"Dusun, Kuala Monsok",17,"Malay Peoples",155,Borneo-Kalimantan,105328,302243,"Dusun (Malaysia)",400,4,,,1,0,0,0,0,MY,Malaysia,dtp,"Kadazan Dusun",1,Christianity,84.0000,50-100%,4.0000,2-5%,
12927,"Dusun, Kwijau",17,"Malay Peoples",155,Borneo-Kalimantan,105542,302243,"Dusun (Malaysia)",24000,4,,,2,0,0,0,0,MY,Malaysia,dkr,Kuijau,4,"Ethnic Religions",25.3930,10-50%,5.0780,5-10%,
13730,"Dusun, Minokok",17,"Malay Peoples",155,Borneo-Kalimantan,106653,302243,"Dusun (Malaysia)",1600,4,,,1,0,0,0,0,MY,Malaysia,mqq,Minokok,4,"Ethnic Religions",42.0000,10-50%,7.0000,5-10%,
14593,"Dusun, Rungus",17,"Malay Peoples",155,Borneo-Kalimantan,108445,302243,"Dusun (Malaysia)",77000,4,,,1,0,0,0,0,MY,Malaysia,drg,Rungus,1,Christianity,78.0000,50-100%,5.0000,2-5%,
11651,"Dusun, Segama",17,"Malay Peoples",155,Borneo-Kalimantan,102779,302243,"Dusun (Malaysia)",900,4,,,1,0,0,0,0,MY,Malaysia,dmg,"Kinabatangan, Upper",1,Christianity,84.0000,50-100%,4.0000,2-5%,
11656,"Dusun, Sugut",17,"Malay Peoples",155,Borneo-Kalimantan,102784,302243,"Dusun (Malaysia)",20000,4,,,1,0,0,0,0,MY,Malaysia,kzs,"Sugut Dusun",4,"Ethnic Religions",42.0000,10-50%,6.0000,5-10%,
15123,"Dusun, Sungai",17,"Malay Peoples",155,Borneo-Kalimantan,109607,303463,Kadazan-Dusun,57000,4,,,1,0,0,0,0,MY,Malaysia,dtp,"Kadazan Dusun",1,Christianity,48.0000,10-50%,7.0000,5-10%,
11657,"Dusun, Tambunan",17,"Malay Peoples",155,Borneo-Kalimantan,102785,302243,"Dusun (Malaysia)",25000,4,,,1,0,0,0,0,MY,Malaysia,dtp,"Kadazan Dusun",1,Christianity,78.0000,50-100%,4.0000,2-5%,
11652,"Dusun, Tempasuk",17,"Malay Peoples",155,Borneo-Kalimantan,102780,302243,"Dusun (Malaysia)",18000,4,,,1,0,0,0,0,MY,Malaysia,dtp,"Kadazan Dusun",4,"Ethnic Religions",30.0000,10-50%,7.0000,5-10%,
15606,"Dusun, Tuaran",17,"Malay Peoples",155,Borneo-Kalimantan,110230,302243,"Dusun (Malaysia)",23000,4,,,1,0,0,0,0,MY,Malaysia,dtr,Lotud,4,"Ethnic Religions",24.0000,10-50%,5.0000,2-5%,
11659,Dutch,12,"Eurasian Peoples",175,Germanic,102787,302244,Dutch,14364100,4,,,24,0,0,0,0,NL,Netherlands,nld,Dutch,7,Non-Religious,47.9570,10-50%,4.3970,2-5%,
14677,"Duun, Samogo",22,"Sub-Saharan Peoples",226,Mande,108583,307193,"Samogho, Duun",198000,1,Y,,1,1,198000,0,0,ML,Mali,dux,Duungooma,6,Islam,0.3000,0.1-2%,0.2770,0.1-2%,
11662,Duupa,22,"Sub-Saharan Peoples",102,Adamawa-Ubangi,102793,302245,Duupa,13000,4,,,1,0,0,0,0,CM,Cameroon,dae,Duupa,6,Islam,40.0000,10-50%,5.0000,2-5%,
11663,Duvele,19,"Pacific Islanders",244,"New Guinea",102794,302246,Duvele,1300,4,,,1,0,0,0,0,ID,Indonesia,duv,Duvle,1,Christianity,65.0000,50-100%,4.0000,2-5%,
11664,Duwai,22,"Sub-Saharan Peoples",158,"Chadic  ",102795,302247,Duwai,21000,1,Y,,1,1,21000,0,0,NI,Nigeria,dbp,Duwai,6,Islam,0.5000,0.1-2%,0.5000,0.1-2%,
13156,Duya,22,"Sub-Saharan Peoples",338,"Bantu, Central-South",105930,304853,"Lungu (Duya)",110000,2,,,1,0,0,0,0,NI,Nigeria,ldb,Duya,4,"Ethnic Religions",12.0000,10-50%,0.5000,0.1-2%,
11666,Dyan,22,"Sub-Saharan Peoples",183,Gur,102799,302249,Dyan,36000,4,,,1,0,0,0,0,UV,"Burkina Faso",dya,Dyan,4,"Ethnic Religions",10.0000,5-10%,5.0000,2-5%,
22360,Dyarim,22,"Sub-Saharan Peoples",158,"Chadic  ",119366,309283,Dyarim,3300,5,,,1,0,0,0,0,NI,Nigeria,dyr,Dyarim,1,Christianity,50.0000,10-50%,15.0000,10-50%,
11668,"Dzakhchin, Zahchin",11,"East Asian Peoples",238,Mongolian,102804,302252,"Dzakhchin, Zahchin",40000,4,,,1,0,0,0,0,MG,Mongolia,khk,"Mongolian, Halh",2,Buddhism,3.1000,2-5%,3.0000,2-5%,
19267,Dzala,21,"South Asian Peoples",402,"South Asia Buddhist",114868,302253,"Dzalakha (Dzala)",17000,1,Y,Y,1,1,17000,1,17000,BT,Bhutan,dzl,Dzalakha,2,Buddhism,0.0000,0-0.1%,0.0000,0-0.1%,
11669,Dzando,22,"Sub-Saharan Peoples",334,"Bantu, Central-Congo",102807,302254,Dzando,22000,5,,,1,0,0,0,0,CG,"Congo, Democratic Republic of",dzn,Dzando,1,Christianity,98.0000,50-100%,33.0000,10-50%,
11671,Dzing,22,"Sub-Saharan Peoples",338,"Bantu, Central-South",102809,302256,"Dzing (Ding)",341000,4,,,1,0,0,0,0,CG,"Congo, Democratic Republic of",diz,Ding,1,Christianity,99.0000,50-100%,7.0000,5-10%,
10157,Dzodinka,22,"Sub-Saharan Peoples",333,"Bantu, Cameroon-Bamileke",100060,300046,Dzodinka,5300,3,,,2,0,0,0,0,CM,Cameroon,add,Lidzonka,1,Christianity,62.1740,50-100%,0.5500,0.1-2%,
19526,"Dzuun, Samogo",22,"Sub-Saharan Peoples",226,Mande,102810,302257,"Dzuun, Samogo",29000,1,Y,,1,1,29000,0,0,UV,"Burkina Faso",dnn,Dzuungoo,6,Islam,1.0000,0.1-2%,0.3000,0.1-2%,
11672,E,20,"Southeast Asian Peoples",295,Tai,102811,302259,"E (Tai)",6900,1,Y,Y,1,1,6900,1,6900,CH,China,eee,E,4,"Ethnic Religions",0.0000,0-0.1%,0.0000,0-0.1%,
11678,"East Indian",18,"North American Peoples",330,"Afro-American, Northern",102818,302261,"East Indian",113200,4,,,7,0,0,0,0,JM,Jamaica,hin,Hindi,1,Christianity,68.5280,50-100%,2.1770,2-5%,
14771,"East Indian",21,"South Asian Peoples",468,"South Asia - other",108730,303202,"Indo-Caribbean (Sarnami)",1354600,4,,,6,2,155600,0,0,TD,"Trinidad and Tobago",hns,"Hindustani, Sarnami",5,Hinduism,25.3390,10-50%,7.9330,5-10%,
12188,Ebira,22,"Sub-Saharan Peoples",140,Benue,103962,303155,"Igbirra (Ebira)",2527000,4,,,1,0,0,0,0,NI,Nigeria,igb,Ebira,6,Islam,18.0000,10-50%,8.8380,5-10%,
11712,Ebughu,22,"Sub-Saharan Peoples",140,Benue,102868,302264,Ebughu,13000,4,,,1,0,0,0,0,NI,Nigeria,ebg,Ebughu,1,Christianity,92.0000,50-100%,8.0000,5-10%,
11713,"Ecuadorian, Mestizo",16,"Latin-Caribbean Americans",258,"Hispanic American, other",102869,302265,Ecuadorian,14361000,5,,,5,0,0,0,0,EC,Ecuador,spa,Spanish,1,Christianity,93.9080,50-100%,11.3540,10-50%,
19224,"Ecuadorian, White",16,"Latin-Caribbean Americans",274,Quechua,115196,302265,Ecuadorian,1786000,5,,,1,0,0,0,0,EC,Ecuador,spa,Spanish,1,Christianity,94.0000,50-100%,11.5670,10-50%,
13937,"Edawapi, Namie",19,"Pacific Islanders",244,"New Guinea",107059,305855,Namie,11000,5,,,1,0,0,0,0,PP,"Papua New Guinea",nnm,Namia,1,Christianity,95.0000,50-100%,31.0000,10-50%,
13919,"Ede Nago",22,"Sub-Saharan Peoples",320,Yoruba,107016,305796,Nago,433000,4,,,1,0,0,0,0,BN,Benin,nqg,"Nago, Southern",1,Christianity,66.0000,50-100%,5.5000,5-10%,
19318,"Ede Nago, Kura",22,"Sub-Saharan Peoples",320,Yoruba,115090,302267,"Ede Nago, Kura",54000,2,,,1,0,0,0,0,BN,Benin,nqk,"Ede Nago, Kura",6,Islam,10.0000,5-10%,1.5000,0.1-2%,
11714,Edo,22,"Sub-Saharan Peoples",181,Guinean,102871,302268,"Edo (Bini)",2340000,5,,,1,0,0,0,0,NI,Nigeria,bin,Edo,1,Christianity,99.0000,50-100%,48.6110,10-50%,
20313,Eduria,16,"Latin-Caribbean Americans",290,"South American Indigenous",116036,307866,Taiwano,100,4,,,1,0,0,0,0,CO,Colombia,bsn,Barasana-Eduria,4,"Ethnic Religions",10.0000,5-10%,10.0000,5-10%,
11715,Efai,22,"Sub-Saharan Peoples",140,Benue,102872,302269,Efai,14300,4,,,2,0,0,0,0,NI,Nigeria,efa,Efai,1,Christianity,94.0000,50-100%,6.0000,5-10%,
14016,"Efate, Northern",19,"Pacific Islanders",315,Vanuatu,107441,302270,Efate,14000,5,,,1,0,0,0,0,NH,Vanuatu,llp,"Efate, North",1,Christianity,92.0000,50-100%,45.0000,10-50%,
15041,"Efate, Southern",19,"Pacific Islanders",315,Vanuatu,109477,302270,Efate,10000,5,,,1,0,0,0,0,NH,Vanuatu,erk,"Efate, South",1,Christianity,93.0000,50-100%,43.0000,10-50%,
11716,Efe,22,"Sub-Saharan Peoples",273,Pygmy,102873,302271,Efe,58000,5,,,1,0,0,0,0,CG,"Congo, Democratic Republic of",efe,Efe,1,Christianity,55.0000,50-100%,14.0000,10-50%,
11717,Efik,22,"Sub-Saharan Peoples",140,Benue,102874,302272,Efik,814800,5,,,3,0,0,0,0,NI,Nigeria,efi,Efik,1,Christianity,97.9590,50-100%,37.2830,10-50%,
11718,Efutop,22,"Sub-Saharan Peoples",140,Benue,102875,302273,Efutop,37000,4,,,1,0,0,0,0,NI,Nigeria,ofu,Efutop,1,Christianity,93.0000,50-100%,10.0000,5-10%,
11719,Efutu,22,"Sub-Saharan Peoples",181,Guinean,102876,302274,"Efutu (Awutu)",177000,5,,,1,0,0,0,0,GH,Ghana,afu,Awutu,1,Christianity,90.0000,50-100%,22.0000,10-50%,
11720,Ega,22,"Sub-Saharan Peoples",206,Kru,102877,302275,Ega,4700,4,,,1,0,0,0,0,IV,"Côte d'Ivoire",ega,Ega,1,Christianity,70.0000,50-100%,8.0000,5-10%,
21562,"Egbira Koto",22,"Sub-Saharan Peoples",140,Benue,118379,302277,"Egbura Koto",73000,4,,,1,0,0,0,0,NI,Nigeria,igb,Ebira,6,Islam,8.0000,5-10%,6.0000,5-10%,
21827,Eggan,22,"Sub-Saharan Peoples",250,Nupe,118453,302278,Eggan,22000,1,Y,,1,1,22000,0,0,NI,Nigeria,nup,Nupe-Nupe-Tako,6,Islam,0.9180,0.1-2%,0.7180,0.1-2%,
11721,Eggon,22,"Sub-Saharan Peoples",140,Benue,102878,302279,Eggon,306000,5,,,1,0,0,0,0,NI,Nigeria,ego,Eggon,1,Christianity,65.0000,50-100%,45.0000,10-50%,
20676,"Egyptian, Balkan",12,"Eurasian Peoples",106,Albanian,117066,302281,"Egyptian, Balkan",19300,1,Y,,5,5,19300,0,0,KV,Kosovo,als,"Albanian, Tosk",6,Islam,2.4560,2-5%,0.1040,0.1-2%,
22640,"Egyptian, Coptic",10,"Arab World",163,Egyptian,102880,302280,"Egyptian Copt",7163000,5,,,1,0,0,0,0,EG,Egypt,arz,"Arabic, Egyptian",1,Christianity,95.0000,50-100%,17.5000,10-50%,11722
11724,Ehueun,22,"Sub-Saharan Peoples",181,Guinean,102883,302282,Ehueun,29000,4,,,1,0,0,0,0,NI,Nigeria,ehu,Ehueun,4,"Ethnic Religions",35.0000,10-50%,9.0000,5-10%,
11725,Eipomek,19,"Pacific Islanders",244,"New Guinea",102884,302283,Eipomek,5100,4,,,1,0,0,0,0,ID,Indonesia,eip,Lik,1,Christianity,65.0000,50-100%,5.0000,2-5%,
11726,Eitiep,19,"Pacific Islanders",244,"New Guinea",102885,302284,Eitiep,900,5,,,1,0,0,0,0,PP,"Papua New Guinea",eit,Eitiep,1,Christianity,90.0000,50-100%,20.0000,10-50%,
11727,Eivo,19,"Pacific Islanders",244,"New Guinea",102886,302285,Eivo,4100,4,,,1,0,0,0,0,PP,"Papua New Guinea",eiv,Askopan,1,Christianity,90.0000,50-100%,10.0000,5-10%,
