Type,PEID,ROP3,PeopleID3,ROG3,Ctry,JPPeopleGroup,JPPopulation,JPIndigenous,JPROL3,JPPrimaryLanguage,JPRLG3,JPPrimaryReligion,JPScale,JPLeastReached,JP%ChristianAdherent,JP%Evangelical,CPPIPeopleGroup, CPPIPopulation ,CPPIROL,CPPIPrimaryLanguage,CPPIPrimaryReligion,CPPIGSEC,CPPIEvangelicalEngagement
1,22513,105847,13102,ID,Indonesia,"Lonchong, Orang Laut",600,Y,lce,Sekak,6,Islam,4,,4.00,2.50,Loncong, 475 ,lce,Sekak,Islam - Sunni,4,Unengaged
1,22685,105864,13110,ID,Indonesia,Lorang,300,Y,lrn,Lorang,1,Christianity,4,,75.00,5.00,Lorang, 450 ,lrn,Lorang,Christianity - Evangelical Protestant,6,Unengaged
1,22686,105912,13144,ID,Indonesia,Luhu,12000,Y,lcq,Luhu,6,Islam,1,Y,5.00,1.00,Luhu," 11,500 ",lcq,Luhu,Islam - Sunni,1,Unengaged
1,22614,109497,15053,ID,Indonesia,"Lundayeh, Lun Bawang",28000,Y,lnd,Lundayeh,1,Christianity,5,,70.00,15.00,Southern Murut," 25,500 ",lnd,Lundayeh,Ethnoreligion - Animism,6,Engaged
1,22834,105940,20296,ID,Indonesia,Luwu,369000,Y,rob,Tae',6,Islam,1,Y,0.40,0.05,Luwu," 558,000 ",rob,Tae’,Islam - Sunni,1,Unengaged
1,22975,105986,13195,ID,Indonesia,"Maden, Sapran",2300,Y,xmx,Salawati,1,Christianity,4,,66.00,3.00,Maden, 800 ,xmx,Salawati,Christianity - Evangelical Protestant,6,Unengaged
1,22687,105997,13197,ID,Indonesia,Madole,3600,Y,mqo,Modole,4,Ethnic Religions,5,,25.00,11.00,Madole," 3,500 ",mqo,Modole,Ethnoreligion - Animism,6,Engaged
1,22434,105999,13199,ID,Indonesia,Madura,7744000,Y,mad,Madura,6,Islam,1,Y,0.11,0.05,Madura," 8,005,000 ",mad,Madura,Islam - Sunni,1,Engaged
1,22976,106065,13225,ID,Indonesia,"Mairasi, Faranyao",13000,Y,zrs,Mairasi,1,Christianity,3,,62.00,2.00,Mairasi," 2,800 ",zrs,Mairasi,Christianity - Evangelical Protestant,6,Engaged
1,22688,106066,13226,ID,Indonesia,Mairiri,300,Y,mqi,Mariri,6,Islam,1,Y,4.33,1.00,Mairiri, 550 ,mqi,Mariri,Islam - Sunni,0,Unengaged
1,22836,106085,13235,ID,Indonesia,Makassar,2477000,Y,mak,Makasar,6,Islam,1,Y,1.00,0.02,Makassar," 3,200,000 ",mak,Makasar,Islam - Sunni,1,Engaged
1,22643,106091,13423,ID,Indonesia,"Makian, East",35000,Y,mky,"Makian, East",6,Islam,1,Y,0.00,0.00,Makian Timur," 35,000 ",mky,East Makian,Islam - Sunni,1,Engaged
1,22734,106092,13424,ID,Indonesia,"Makian, West",47000,Y,mqs,"Makian, West",6,Islam,1,Y,0.05,0.05,Makian Barat," 23,500 ",mqs,West Makian,Islam - Sunni,1,Engaged
1,22977,106094,13425,ID,Indonesia,Maklew,200,Y,mgf,Maklew,1,Christianity,4,,65.00,4.00,Maklew, 200 ,mgf,Maklew,Christianity - Evangelical Protestant,6,Unengaged
1,22492,116020,13437,ID,Indonesia,Malay,3325000,Y,zlm,Malay,6,Islam,1,Y,0.01,0.01,North Sumatran Malay," 2,670,000 ",zlm,Malay,Islam - Sunni,1,Engaged
1,22629,106150,13438,ID,Indonesia,"Malay, Bacanese",3500,Y,btj,"Malay, Bacanese",6,Islam,4,,38.00,5.00,Bacan," 3,700 ",max,North Moluccan Malay,Islam - Sunni,6,Unengaged
1,47519,116018,20290,ID,Indonesia,"Malay, Ketapang",316000,Y,zlm,Malay,6,Islam,1,Y,0.00,0.00,Melayu Ketapang," 312,000 ",zlm,Malay,Islam - Sunni,1,Engaged
1,47518,116019,20291,ID,Indonesia,"Malay, Pontianak",327000,Y,zlm,Malay,6,Islam,1,Y,3.00,0.02,Melayu Pontianak," 322,000 ",zlm,Malay,Islam - Sunni,1,Engaged
1,22517,108373,14556,ID,Indonesia,"Malay, Riau",1923000,Y,zlm,Malay,6,Islam,1,Y,0.09,0.05,Melayu Riau," 2,350,000 ",zlm,Malay,Islam - Sunni,1,Engaged
1,22610,108806,20289,ID,Indonesia,"Malay, Sambas",516000,Y,zlm,Malay,6,Islam,1,Y,0.04,0.01,Melayu Sambas," 181,000 ",knx,Kendayan,Islam - Sunni,1,Engaged
1,22539,101125,10720,ID,Indonesia,"Malay, Singkil",75000,Y,btx,Batak Karo,6,Islam,1,Y,0.00,0.00,Singkil," 74,500 ",btx,Batak Karo,Islam - Sunni,1,Unengaged
1,22541,109752,15212,ID,Indonesia,"Mamak, Talang",27000,Y,min,Minangkabau,6,Islam,1,Y,2.01,1.51,Talang Mamak," 27,000 ",min,Minangkabau,Islam - Sunni,4,Engaged
1,22838,106194,13465,ID,Indonesia,Mamasa Toraja,153000,Y,mqj,Mamasa,6,Islam,5,,20.00,17.00,Mamasa," 149,000 ",mqj,Mamasa,Christianity - Evangelical Protestant,6,Engaged
1,22763,106198,13469,ID,Indonesia,Mamboru,12000,Y,mvd,Mamboru,4,Ethnic Religions,2,,40.00,1.00,Mamboru," 12,000 ",mvd,Mamboru,Ethnoreligion - Animism,5,Engaged
1,22839,104732,12570,ID,Indonesia,Mamuju,64000,Y,mqx,Mamuju,6,Islam,1,Y,0.01,0.01,Mamuju," 89,000 ",mqx,Mamuju,Islam - Sunni,1,Engaged
1,22844,106156,13443,ID,Indonesia,Manadonese,1147000,Y,xmm,"Malay, Manado",1,Christianity,5,,55.00,12.98,Manado," 1,130,000 ",xmm,Manado Malay,Christianity - Evangelical Protestant,6,Engaged
1,22515,101126,10721,ID,Indonesia,Mandailing,1275000,Y,btm,Batak Mandailing,6,Islam,1,Y,0.10,0.10,Mandailing," 1,280,000 ",btm,Batak Mandailing,Islam - Sunni,1,Engaged
1,22840,106229,13488,ID,Indonesia,Mandar,553000,Y,mdr,Mandar,6,Islam,1,Y,0.07,0.00,Mandar," 534,000 ",mdr,Mandar,Islam - Sunni,1,Engaged
1,22930,106234,13492,ID,Indonesia,Mandobo Bawah,26000,Y,bwp,Mandobo Bawah,1,Christianity,4,,65.00,4.00,Mandobo Bawah," 23,000 ",bwp,Mandobo Bawah,Christianity - Non-Evangelical Protestant,6,Engaged
1,22978,106237,13494,ID,Indonesia,"Manem, Jeti",2400,Y,jet,Manem,1,Christianity,4,,68.00,3.00,Manem, 800 ,jet,Manem,Christianity - Evangelical Protestant,6,Unengaged
1,22764,106256,13504,ID,Indonesia,Manggarai,792000,Y,mqy,Manggarai,1,Christianity,3,,60.00,2.00,Manggarai," 640,000 ",mqy,Manggarai,Christianity - Roman Catholicism,1,Unengaged
1,22689,106261,13508,ID,Indonesia,Mangole,9800,Y,mqc,Mangole,6,Islam,2,,8.00,1.00,Mangole," 9,600 ",mqc,Mangole,Islam - Sunni,5,Unengaged
1,22979,106264,13509,ID,Indonesia,Manikion,58000,Y,mnx,Sougb,1,Christianity,4,,85.00,7.00,Manikion," 19,500 ",mnx,Sougb,Christianity - Evangelical Protestant,6,Engaged
1,22690,106267,13512,ID,Indonesia,"Manipa, Soow Huhelia",2700,Y,mqp,Manipa,6,Islam,2,,9.00,2.00,Manipa," 2,600 ",mqp,Manipa,Islam - Sunni,4,Unengaged
1,22730,110618,15817,ID,Indonesia,"Manusela, Wahai",11000,Y,wha,Sou Upaa,4,Ethnic Religions,2,,12.00,1.00,Wahai," 11,000 ",wha,Sou Upaa,Ethnoreligion,5,Unengaged
1,22982,106319,13534,ID,Indonesia,Marau,2800,Y,mvr,Marau,1,Christianity,4,,94.00,4.00,Marau," 2,800 ",mvr,Marau,Christianity - Evangelical Protestant,6,Unengaged
1,22983,106323,13536,ID,Indonesia,Marengge,200,Y,mrx,Dineor,1,Christianity,5,,70.00,15.00,Marengge, 60 ,ind,Indonesian,Christianity - Evangelical Protestant,6,Unengaged
1,23017,106338,13545,ID,Indonesia,"Marind, Bian",3800,Y,bpv,"Marind, Bian",1,Christianity,4,,64.00,6.00,"Marind, Bian"," 3,300 ",bpv,Bian Marind,Christianity - Non-Evangelical Protestant,6,Unengaged
1,23051,106337,13544,ID,Indonesia,"Marind, Southeast Marind",12000,Y,mrz,Marind,1,Christianity,4,,65.00,4.00,Southeast Marind," 11,500 ",mrz,Marind,Christianity - Evangelical Protestant,6,Engaged
1,22712,106376,13566,ID,Indonesia,"Masela, Central",1000,Y,mxz,"Masela, Central",1,Christianity,4,,95.00,8.00,Masela Tengah, 950 ,mss,West Masela,Christianity - Evangelical Protestant,6,Unengaged
1,22644,106377,13567,ID,Indonesia,"Masela, East",1000,Y,vme,"Masela, East",1,Christianity,4,,85.00,8.00,Masela Timur, 950 ,abs,Ambonese Malay,Christianity - Evangelical Protestant,6,Unengaged
1,22735,106378,13568,ID,Indonesia,"Masela, West",1100,Y,mss,"Masela, West",1,Christianity,3,,80.00,2.00,Masela Barat," 1,100 ",mss,West Masela,Christianity - Evangelical Protestant,6,Unengaged
1,22985,106393,13579,ID,Indonesia,Massep,300,Y,srl,Isirawa,1,Christianity,5,,65.00,12.00,Massep, 80 ,pmy,Papuan Malay,Christianity - Evangelical Protestant,6,Unengaged
1,22986,106400,13583,ID,Indonesia,Matbat,4900,Y,xmt,Matbat,4,Ethnic Religions,4,,10.00,4.00,Matbat," 1,700 ",xmt,Matbat,Ethnoreligion - Animism,5,Engaged
1,22987,106434,13599,ID,Indonesia,Mawes,3100,Y,mgk,Mawes,1,Christianity,4,,70.00,3.00,Mawes, 950 ,mgk,Mawes,Christianity - Evangelical Protestant,6,Unengaged
1,22464,106437,13602,ID,Indonesia,"Ma'ya, Salawati",5400,Y,slz,Ma'ya,1,Christianity,4,,85.00,7.00,Ma'ya," 5,300 ",slz,Ma’ya,Christianity - Evangelical Protestant,6,Engaged
1,22741,116021,20293,ID,Indonesia,Mbojo,843000,Y,bhp,Bima,6,Islam,1,Y,0.06,0.06,Mbojo," 854,000 ",bhp,Bima,Islam - Sunni,2,Engaged
1,22988,106501,13647,ID,Indonesia,"Meax, Mejah",57000,Y,mej,Meyah,1,Christianity,4,,85.00,6.00,Meax," 24,500 ",mej,Meyah,Christianity - Evangelical Protestant,6,Engaged
1,22989,106529,13665,ID,Indonesia,"Mekwei, Menggwei",5800,Y,msf,Mekwei,1,Christianity,4,,85.00,3.00,Mekwei," 2,000 ",ind,Indonesian,Christianity - Evangelical Protestant,6,Unengaged
1,22990,106546,13675,ID,Indonesia,"Meninggo, Moskona",33000,Y,mtj,Moskona,1,Christianity,4,,75.00,4.00,Meninggo," 11,000 ",mtj,Moskona,Christianity - Evangelical Protestant,6,Engaged
1,22518,106551,13679,ID,Indonesia,"Mentawaian, Siberut",80000,Y,mwv,Mentawai,1,Christianity,4,,80.00,8.00,Mentawai," 79,000 ",mwv,Mentawai,Christianity - Evangelical Protestant,6,Engaged
1,22991,106554,13681,ID,Indonesia,Meoswar,1100,Y,mvx,Meoswar,4,Ethnic Religions,4,,30.00,4.00,Meoswar, 375 ,mvx,Meoswar,Ethnoreligion - Animism,6,Unengaged
1,22992,106555,13682,ID,Indonesia,Mer,300,Y,mnu,Mer,1,Christianity,4,,56.00,3.00,Mer, 300 ,mnu,Mer,Christianity - Evangelical Protestant,6,Unengaged
1,22519,106640,13724,ID,Indonesia,Minangkabau,6971000,Y,min,Minangkabau,6,Islam,1,Y,0.26,0.02,Minangkabau," 8,005,000 ",min,Minangkabau,Islam - Sunni,2,Engaged
1,22585,106698,13757,ID,Indonesia,Modang,28000,Y,mxd,Modang,4,Ethnic Religions,1,Y,5.00,2.00,Modang," 27,500 ",mxd,Modang,Ethnoreligion - Animism,4,Unengaged
1,22993,106734,13777,ID,Indonesia,Molof,400,Y,msl,Molof,1,Christianity,4,,70.00,3.00,Molof, 250 ,msl,Molof,Christianity - Evangelical Protestant,6,Unengaged
1,22994,106738,13779,ID,Indonesia,Mombum,400,Y,mso,Mombum,1,Christianity,4,,55.00,4.00,Mombum, 425 ,pmy,Papuan Malay,Christianity - Evangelical Protestant,6,Unengaged
1,22845,106759,13789,ID,Indonesia,Mongondow,306000,Y,mog,Mongondow,1,Christianity,4,,55.00,9.00,Mongondow," 640,000 ",mog,Mongondow,Christianity - Non-Evangelical Protestant,6,Engaged
1,22995,106760,13790,ID,Indonesia,"Moni, Jonggunu",31000,Y,mnz,Moni,1,Christianity,4,,85.00,6.00,Moni," 30,000 ",mnz,Moni,Christianity - Evangelical Protestant,6,Unengaged
1,22996,106784,13804,ID,Indonesia,Mor,80,Y,bdw,Baham,1,Christianity,5,,65.00,12.00,Mor, 80 ,ihp,Iha,Christianity - Evangelical Protestant,6,Engaged
1,22997,116278,20620,ID,Indonesia,"Mor, Mor Islands",1100,Y,mhz,"Mor (Indonesia, Mor islands)",4,Ethnic Religions,4,,25.00,3.00,Austronesian Mor," 1,100 ",mhz,Mor (Mor Islands),Ethnoreligion - Animism,5,Engaged
1,22998,106787,13806,ID,Indonesia,Moraid,5000,Y,msg,Moraid,1,Christianity,4,,65.00,3.00,Moraid," 1,600 ",msg,Moraid,Christianity - Evangelical Protestant,6,Unengaged
1,22999,106789,13807,ID,Indonesia,Morari,300,Y,ind,Indonesian,1,Christianity,3,,64.00,2.00,Morari, 325 ,ind,Indonesian,Christianity - Non-Evangelical Protestant,6,Unengaged
1,22846,106797,13813,ID,Indonesia,Mori Atas,22000,Y,mzq,Mori Atas,1,Christianity,4,,95.00,7.00,Mori Atas," 21,000 ",mzq,Mori Atas,Islam - Sunni,4,Unengaged
1,22847,106798,13814,ID,Indonesia,Mori Bawah,22000,Y,xmz,Mori Bawah,1,Christianity,4,,95.00,7.00,Mori Bawah," 21,000 ",xmz,Mori Bawah,Christianity - Evangelical Protestant,6,Unengaged
1,22868,107739,14252,ID,Indonesia,"Mori, Padoe",8700,Y,pdo,Padoe,1,Christianity,4,,75.00,6.00,Padoe," 3,400 ",pdo,Padoe,Christianity - Evangelical Protestant,6,Engaged
1,22841,106807,13822,ID,Indonesia,Moronene,49000,Y,mqn,Moronene,6,Islam,1,Y,1.91,1.82,Moronene," 43,000 ",mqn,Moronene,Islam - Sunni,1,Unengaged
1,22928,104128,12299,ID,Indonesia,"Morop, Iwur",3700,Y,iwo,Morop,1,Christianity,4,,85.00,10.00,Iwur," 7,500 ",iwo,Morop,Christianity - Non-Evangelical Protestant,6,Unengaged
1,23000,106815,13827,ID,Indonesia,Morwap,300,Y,mrf,Elseng,1,Christianity,4,,65.00,6.00,Elseng, 300 ,mrf,Elseng,Christianity - Evangelical Protestant,6,Unengaged
1,22586,106849,13850,ID,Indonesia,Mualang,49000,Y,mtd,Mualang,1,Christianity,4,,55.00,4.00,Mualang," 44,500 ",mtd,Mualang,Ethnoreligion - Animism,5,Unengaged
1,22520,106874,13859,ID,Indonesia,Muko Muko,58000,Y,min,Minangkabau,6,Islam,1,Y,0.02,0.01,Muko-Muko," 46,500 ",min,Minangkabau,Islam - Sunni,1,Engaged
1,22848,110873,15422,ID,Indonesia,Muna,351000,Y,mnb,Muna,6,Islam,1,Y,1.50,0.06,Muna," 350,000 ",mnb,Muna,Islam - Sunni,2,Engaged
1,23001,106906,13875,ID,Indonesia,Munggui,1500,Y,mth,Munggui,4,Ethnic Religions,4,,10.00,3.00,Munggui," 1,400 ",mth,Munggui,Ethnoreligion - Animism,5,Unengaged
1,22589,105134,12754,ID,Indonesia,"Murut, Okolod",4600,Y,kqv,Okolod,4,Ethnic Religions,4,,40.00,7.00,Okolod Murut," 3,900 ",kqv,Okolod,Ethnoreligion - Animism,6,Unengaged
1,22611,108815,14835,ID,Indonesia,"Murut, Selungai",900,Y,slg,"Murut, Selungai",4,Ethnic Religions,4,,20.00,9.00,Selungai Murut, 850 ,slg,Selungai Murut,Ethnoreligion - Animism,6,Unengaged
1,22613,108823,14841,ID,Indonesia,"Murut, Sembakung",4300,Y,sbr,"Murut, Sembakung",4,Ethnic Religions,4,,20.00,5.00,Sembakung Murut," 4,200 ",sbr,Sembakung Murut,Ethnoreligion - Animism,6,Unengaged
1,22522,108799,19645,ID,Indonesia,Musi,696000,Y,mui,Musi,6,Islam,1,Y,0.07,0.00,Musi," 694,000 ",mui,Musi,Islam - Sunni,1,Engaged
1,23016,115201,19540,ID,Indonesia,"Muyu, North",11000,Y,kti,"Muyu, North",1,Christianity,4,,65.00,6.00,Muyu North," 9,100 ",kti,North Muyu,Christianity - Evangelical Protestant,6,Engaged
1,23052,115202,19543,ID,Indonesia,"Muyu, South",5300,Y,kts,"Muyu, South",1,Christianity,4,,60.00,4.00,Muyu South," 4,600 ",kts,South Muyu,Christianity - Evangelical Protestant,6,Engaged
1,23002,106994,13911,ID,Indonesia,Nabi,900,Y,nbn,Kuri,4,Ethnic Religions,4,,30.00,4.00,Nabi, 900 ,nbn,Kuri,Ethnoreligion - Animism,6,Unengaged
1,23003,107004,13916,ID,Indonesia,Nafri,10000,Y,nxx,Nafri,1,Christianity,4,,65.00,5.00,Nafri," 3,300 ",pmy,Papuan Malay,Christianity - Evangelical Protestant,6,Unengaged
1,23004,107048,13929,ID,Indonesia,Naltya,18000,Y,nlc,Nalca,1,Christianity,5,,55.00,37.00,Naltya," 17,000 ",nlc,Nalca,Christianity - Evangelical Protestant,6,Engaged
1,22849,107083,13952,ID,Indonesia,Napu,8600,Y,npy,Napu,4,Ethnic Religions,4,,42.00,3.00,Napu," 8,200 ",npy,Napu,Ethnoreligion - Animism,6,Engaged
1,22765,107151,13272,ID,Indonesia,Ndaonese,3000,Y,nfa,Dhao,1,Christianity,4,,90.00,7.00,Ndao," 7,000 ",nfa,Dhao,Christianity - Evangelical Protestant,6,Unengaged
1,23006,107166,13286,ID,Indonesia,Ndom,1600,Y,nqm,Ndom,1,Christianity,4,,70.00,4.00,Ndom," 1,600 ",nqm,Ndom,Christianity - Evangelical Protestant,6,Unengaged
1,23007,107174,13294,ID,Indonesia,"Nduga, Dawa",17000,Y,ndx,Nduga,1,Christianity,4,,85.00,5.00,Nduga," 17,000 ",ndx,Nduga,Christianity - Evangelical Protestant,6,Engaged
1,22766,107185,13302,ID,Indonesia,Nedebang,1900,Y,nec,Nedebang,4,Ethnic Religions,1,Y,5.00,1.00,Nedebang," 1,600 ",nec,Nedebang,Ethnoreligion - Animism,4,Unengaged
1,22767,107225,13327,ID,Indonesia,Ngad'a,94000,Y,nxg,Ngad'a,1,Christianity,4,,96.00,6.00,Ngada," 92,000 ",nxg,Ngad’a,Christianity - Roman Catholicism,1,Unengaged
1,23050,107233,13332,ID,Indonesia,"Ngalik, South",8300,Y,wul,Silimo,4,Ethnic Religions,4,,20.00,3.00,South Ngalik," 8,100 ",wul,Silimo,Ethnoreligion - Animism,6,Engaged
1,23008,107235,13334,ID,Indonesia,"Ngalum, Sibil",17000,Y,szb,Ngalum,1,Christianity,4,,65.00,7.00,Ngalum," 16,000 ",szb,Ngalum,Christianity - Evangelical Protestant,6,Engaged
1,23009,107263,13353,ID,Indonesia,Nggem,5700,Y,nbq,Nggem,1,Christianity,4,,70.00,5.00,Nggem," 4,900 ",nbq,Nggem,Christianity - Evangelical Protestant,6,Engaged
1,22523,107311,13389,ID,Indonesia,"Niassan, Nias",1034000,Y,nia,Nias,1,Christianity,5,,90.00,17.00,Nias," 1,175,000 ",nia,Nias,Christianity - Non-Evangelical Protestant,6,Engaged
1,22691,107323,13395,ID,Indonesia,Nila,3000,Y,abs,"Malay, Ambonese",1,Christianity,4,,64.00,8.00,Nila," 7,800 ",abs,Ambonese Malay,Christianity - Non-Evangelical Protestant,6,Engaged
1,23010,107327,13397,ID,Indonesia,Nimboran,17000,Y,nir,Nimboran,1,Christianity,4,,65.00,4.00,Nimboran," 5,700 ",pmy,Papuan Malay,Christianity - Evangelical Protestant,6,Engaged
1,23011,107333,13403,ID,Indonesia,"Ninggerum, Kativa",100,Y,nxr,Ninggerum,1,Christianity,4,,68.00,5.00,Ninggrum," 2,100 ",nxr,Ninggerum,Christianity - Evangelical Protestant,6,Unengaged
1,23012,107337,13407,ID,Indonesia,Nipsan,3700,Y,nps,Nipsan,1,Christianity,4,,63.00,4.00,Nipsan," 3,600 ",nps,Nipsan,Christianity - Evangelical Protestant,6,Engaged
1,23013,107368,13959,ID,Indonesia,Nobuk,400,Y,xwr,Kwerba Mamberamo,4,Ethnic Religions,2,,10.00,2.00,Nobuk, 425 ,xwr,Kwerba Mamberamo,Ethnoreligion - Animism,5,Unengaged
1,22693,107490,14052,ID,Indonesia,"Nuaulu, North",800,Y,nni,"Nuaulu, North",6,Islam,4,,10.00,4.00,"Nuaulu, North", 750 ,nni,North Nuaulu,Islam - Sunni,5,Unengaged
1,22714,107491,14053,ID,Indonesia,"Nuaulu, South",2100,Y,nxl,"Nuaulu, South",4,Ethnic Religions,4,,8.00,6.00,"Nuaulu, South"," 2,100 ",nxl,South Nuaulu,Ethnoreligion - Animism,5,Unengaged
1,22695,107520,14071,ID,Indonesia,Nusa Laut,3500,Y,abs,"Malay, Ambonese",4,Ethnic Religions,4,,25.00,4.00,Nusa Laut," 3,400 ",abs,Ambonese Malay,Ethnoreligion - Animism,6,Unengaged
1,22453,113996,19174,ID,Indonesia,Obokuitai,200,Y,afz,Obokuitai,1,Christianity,4,,60.00,3.00,Ati, 150 ,afz,Obokuitai,Christianity - Evangelical Protestant,6,Engaged
1,22524,107596,14121,ID,Indonesia,Ogan,175000,Y,pse,"Malay, Central",6,Islam,1,Y,0.24,0.24,Ogan," 166,000 ",pse,Central Malay,Islam - Sunni,1,Engaged
1,22696,107608,14130,ID,Indonesia,Oirata,2000,Y,oia,Oirata,1,Christianity,4,,53.00,4.00,Oirata," 2,000 ",oia,Oirata,Christianity - Evangelical Protestant,6,Unengaged
1,23018,107656,14163,ID,Indonesia,"Onin, Sepa",2000,Y,oni,Onin,4,Ethnic Religions,4,,15.00,5.00,Onin," 1,100 ",oni,Onin,Ethnoreligion - Animism,6,Unengaged
1,22503,105335,11260,ID,Indonesia,Orang Dalam,16000,Y,kvb,Kubu,4,Ethnic Religions,1,Y,2.21,0.83,Kubu," 13,000 ",kvb,Kubu,Ethnoreligion - Animism,4,Engaged
1,23019,107681,14215,ID,Indonesia,Ormu,2500,Y,orz,Ormu,4,Ethnic Religions,4,,15.00,4.00,Ormu, 850 ,orz,Ormu,Ethnoreligion - Animism,6,Unengaged
1,22430,101020,10666,ID,Indonesia,Osing,348000,Y,osi,Osing,6,Islam,1,Y,2.01,1.04,Osing," 427,000 ",jav,Javanese,Islam - Sunni,1,Engaged
1,22697,107744,14254,ID,Indonesia,Pagu,4500,Y,pgu,Pagu,4,Ethnic Religions,4,,25.00,4.00,Pago," 4,400 ",pgu,Pagu,Ethnoreligion - Animism,6,Engaged
1,49372,118278,21466,ID,Indonesia,Pakpak Boang,21000,Y,btd,Batak Dairi,6,Islam,1,Y,0.51,0.51,Pakpak Boang," 19,000 ",btd,Batak Dairi,Islam - Sunni,1,Unengaged
1,22593,107771,14267,ID,Indonesia,Paku,4500,Y,pku,Paku,4,Ethnic Religions,4,,34.00,5.00,Paku," 4,500 ",mhy,Ma’anyan,Ethnoreligion - Animism,6,Unengaged
1,22525,107781,14274,ID,Indonesia,Palembang,3506000,Y,mui,Musi,6,Islam,1,Y,0.03,0.02,Palembang," 4,055,000 ",mui,Musi,Islam - Sunni,1,Engaged
1,22768,107798,14280,ID,Indonesia,Palue,14000,Y,ple,Palu'e,1,Christianity,4,,85.00,3.00,Palue," 5,400 ",ple,Palu’e,Christianity - Non-Evangelical Protestant,4,Unengaged
1,22858,107807,14283,ID,Indonesia,"Pamona, Poso Toraja",182000,Y,pmf,Pamona,1,Christianity,4,,93.00,8.00,Pamona," 200,000 ",pmf,Pamona,Christianity - Evangelical Protestant,6,Engaged
1,22852,107822,14290,ID,Indonesia,Panasuan,1000,Y,psn,Panasuan,1,Christianity,4,,70.00,4.00,Panasuan," 1,400 ",psn,Panasuan,Christianity - Evangelical Protestant,6,Unengaged
1,22853,107823,14291,ID,Indonesia,Pancana,7800,Y,pnp,Pancana,6,Islam,1,Y,1.40,0.00,Pancana," 6,700 ",pnp,Pancana,Islam - Sunni,1,Engaged
1,22854,107853,14301,ID,Indonesia,Pannei,12000,Y,pnc,Pannei,6,Islam,1,Y,0.50,0.00,Pannei," 14,500 ",pnc,Pannei,Islam - Sunni,1,Engaged
1,23021,107865,14305,ID,Indonesia,Papasena,700,Y,pas,Papasena,1,Christianity,4,,68.00,6.00,Papasena, 700 ,pas,Papasena,Christianity - Evangelical Protestant,6,Engaged
1,23022,107873,14310,ID,Indonesia,Papuma,1100,Y,ppm,Papuma,1,Christianity,4,,88.00,4.00,Papuma," 1,100 ",ppm,Papuma,Christianity - Evangelical Protestant,6,Unengaged
1,22698,107921,14335,ID,Indonesia,Patani-Maba,17000,Y,ptn,Patani,6,Islam,1,Y,0.00,0.00,Patani-Maba," 12,500 ",ptn,Patani,Islam - Sunni,1,Engaged
1,23023,107952,14346,ID,Indonesia,"Pauwi, Yoke",600,Y,yki,Yoke,1,Christianity,4,,60.00,3.00,Pauwi, 200 ,yki,Yoke,Christianity - Evangelical Protestant,6,Unengaged
1,47520,115562,19920,ID,Indonesia,Pegagan,263000,Y,pse,"Malay, Central",6,Islam,1,Y,0.00,0.00,Pegagan," 262,000 ",mui,Musi,Islam - Sunni,1,Engaged
1,22527,107962,14352,ID,Indonesia,Pekal,41000,Y,pel,Pekal,6,Islam,1,Y,0.02,0.02,Pekal," 41,000 ",pel,Pekal,Islam - Sunni,1,Engaged
1,22892,107970,14359,ID,Indonesia,"Pendau, Umalasa",5400,Y,ums,Pendau,6,Islam,1,Y,2.00,0.00,Pendau," 5,000 ",ums,Pendau,Islam - Sunni,1,Engaged
1,22528,107972,14361,ID,Indonesia,Penesak,153000,Y,mui,Musi,6,Islam,1,Y,2.00,0.00,Penesak," 31,000 ",mui,Musi,Islam - Sunni,1,Engaged
1,22529,107973,14362,ID,Indonesia,Penghulu,28000,Y,min,Minangkabau,6,Islam,1,Y,0.11,0.11,Penghulu," 28,000 ",min,Minangkabau,Islam - Sunni,1,Engaged
1,22594,107975,14363,ID,Indonesia,"Penihing, Aoheng",4900,Y,pni,Aoheng,4,Ethnic Religions,1,Y,3.00,0.50,Penihing," 4,800 ",pni,Aoheng,Christianity - Non-Evangelical Protestant,6,Unengaged
1,22699,107981,14367,ID,Indonesia,Perai,400,Y,wet,Perai,4,Ethnic Religions,4,,20.00,3.00,Perai, 425 ,wet,Perai,Ethnoreligion - Animism,6,Unengaged
1,22457,108055,14406,ID,Indonesia,"Pisa, Awyu",8500,Y,psa,"Awyu, Asue",1,Christianity,4,,65.00,4.00,Awyu Asue," 7,400 ",psa,Asue Awyu,Christianity - Evangelical Protestant,6,Engaged
1,23024,108103,14435,ID,Indonesia,Pom,9600,Y,pmo,Pom,1,Christianity,4,,90.00,5.00,Pom," 3,200 ",pmo,Pom,Christianity - Evangelical Protestant,6,Unengaged
1,22857,108110,14440,ID,Indonesia,Ponasakan,5500,Y,pns,Ponosakan,4,Ethnic Religions,2,,15.00,1.00,Ponasakan," 5,400 ",ind,Indonesian,Ethnoreligion - Animism,6,Unengaged
1,22596,108173,14475,ID,Indonesia,Punan Aput,700,Y,pud,Punan Aput,4,Ethnic Religions,1,Y,2.00,0.50,Punan Aput, 650 ,pud,Punan Aput,Christianity - Non-Evangelical Protestant,6,Unengaged
1,22597,108175,14477,ID,Indonesia,"Punan Bungan, Hovongan",1600,Y,hov,Hovongan,4,Ethnic Religions,1,Y,5.00,1.00,Punan Bungan," 1,500 ",hov,Hovongan,Ethnoreligion - Animism,4,Unengaged
